index,arch_str,accuracy_test,edgegpu_latency_ms,raspi4_latency_ms,edgetpu_latency_ms,pixel3_latency_ms,eyeriss_latency_ms,fpga_latency_ms
64,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,40.8667,7.024879,9.393571,1.267546,8.537500,2.020480,2.064000
65,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,45.5333,7.357788,10.115500,1.229892,7.980800,2.020480,2.064000
66,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,15.4000,4.856434,2.903558,-1.000000,1.776570,1.528960,0.591520
67,|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,43.1889,7.025084,10.331376,0.981208,6.668480,1.651840,2.038400
68,|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,39.4111,4.704728,4.604776,0.724424,2.928890,1.221760,0.902400
69,|none~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,44.1000,3.448496,6.459638,0.616366,4.134360,1.160320,1.318400
70,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|none~2|,39.3778,1.761627,3.105065,0.428228,2.213970,1.160320,1.318400
71,|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,36.4778,5.041127,6.005692,1.031188,3.338760,1.590400,0.956320
72,|none~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,28.0889,4.684100,1.572519,-1.000000,0.657892,0.484480,0.415520
73,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,32.7667,6.166153,8.064753,1.325865,5.418170,2.266240,1.395200
74,|nor_conv_3x3~0|+|none~0|none~1|+|none~0|none~1|nor_conv_1x1~2|,0.8333,0.627089,3.712711,-1.000000,2.378630,0.853120,0.876800
75,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,14.7556,2.997832,7.227428,-1.000000,3.085680,1.528960,0.835200
76,|skip_connect~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,28.4000,4.640241,2.258700,0.707311,1.089120,0.853120,0.517920
77,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,44.4556,4.381347,5.927425,0.667340,4.383130,1.590400,1.436800
78,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|none~2|,38.8667,1.862345,3.110734,0.438569,2.209490,0.976000,1.062400
79,|none~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,39.0222,4.625692,3.870474,-1.000000,2.518390,0.853120,0.876800
80,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,43.3222,5.251064,5.674839,0.614206,2.707190,0.914560,0.969600
81,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,46.4444,6.915030,11.529836,1.083294,8.399390,1.959040,2.480000
82,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,32.1222,5.507288,11.458743,0.827178,8.030780,1.897600,2.387200
83,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,24.5333,4.110422,2.936881,0.883519,1.557760,1.221760,0.620320
84,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,37.2889,5.605555,6.302514,0.834937,3.233550,1.221760,0.902400
85,|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,38.3111,6.676531,5.606056,0.841225,3.637140,1.283200,0.995200
86,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,41.8444,5.302486,4.570553,0.667279,3.255970,0.914560,0.969600
87,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,22.7111,5.761786,3.603817,1.102190,2.255170,1.590400,0.722720
88,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,32.0333,6.257391,2.929860,-1.000000,1.338780,0.607360,0.677920
89,|skip_connect~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,40.1111,5.647154,6.679864,0.788990,3.546010,1.221760,0.902400
90,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,37.6556,6.746426,4.352597,0.879391,2.116660,1.037440,0.911520
91,|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,36.6889,5.144081,3.478312,-1.000000,1.737240,0.976000,0.780320
92,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,38.8889,5.955162,6.340441,0.998213,4.340130,1.651840,1.087520
93,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,36.5778,3.769898,9.867269,-1.000000,5.397840,1.528960,1.344000
94,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,29.6556,5.209398,2.947906,0.819694,1.558650,0.914560,0.649120
95,|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|none~2|,13.8111,3.112297,2.174687,0.654858,1.431310,1.528960,0.591520
96,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,34.9889,3.950810,7.295795,0.850941,3.679020,1.959040,1.462400
97,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|none~0|skip_connect~1|none~2|,32.1778,2.899127,1.530789,0.664156,0.718129,0.484480,0.415520
98,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,32.8444,5.182295,3.586927,0.902253,1.875800,1.283200,0.751520
99,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,43.9889,6.254420,10.023447,0.750592,4.628150,1.221760,1.411200
100,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,39.0667,6.409402,9.843194,0.966561,6.569230,1.897600,1.878400
101,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,33.9111,5.280895,3.896582,0.710112,2.556630,0.853120,0.876800
102,|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,42.7444,6.410704,5.564985,0.717625,2.986030,0.976000,1.062400
103,|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,40.7000,6.955433,8.854820,1.002345,4.847450,1.590400,1.436800
104,|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|none~2|,0.8333,0.626903,0.047932,-1.000000,0.020736,0.914560,0.649120
105,|none~0|+|none~0|none~1|+|none~0|none~1|avg_pool_3x3~2|,0.8333,0.651207,0.024573,-1.000000,0.014024,0.791680,0.386720
106,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,15.5000,4.700384,2.861209,-1.000000,1.465470,1.221760,0.620320
107,|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,31.3333,6.157007,6.786976,1.273386,3.789910,1.959040,1.058720
108,|none~0|+|none~0|nor_conv_1x1~1|+|none~0|none~1|avg_pool_3x3~2|,0.8333,0.717373,0.061048,-1.000000,0.029105,0.853120,0.517920
109,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,45.2778,7.042370,8.207752,0.952180,5.183810,1.651840,1.529600
110,|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,35.4333,5.722814,5.624032,1.021802,3.819510,1.897600,0.927520
111,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,44.9111,6.723280,8.787975,0.866473,5.308310,1.283200,1.504000
112,|skip_connect~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,39.9222,4.250607,5.939839,0.634442,4.917010,1.160320,1.318400
113,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,28.6000,4.715033,2.269498,0.733182,1.294160,0.853120,0.517920
114,|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,34.0778,2.772527,6.045233,-1.000000,5.372170,1.528960,1.344000
115,|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,35.2778,5.001173,4.564130,0.848884,3.677270,1.528960,0.835200
116,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,41.7667,5.315762,4.600310,0.619922,3.227630,0.914560,0.969600
117,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,40.2000,7.538142,10.956758,1.569850,8.726240,2.327680,1.996800
118,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,19.3778,4.296622,2.219828,0.734739,1.471640,1.160320,0.489120
119,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,43.5333,6.452050,9.965908,-1.000000,5.556530,1.283200,1.504000
120,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|none~1|none~2|,0.8333,0.587063,0.012567,-1.000000,0.007029,1.528960,1.344000
121,|none~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,39.5000,6.916618,11.736820,-1.000000,5.706930,1.651840,1.529600
122,|nor_conv_1x1~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,36.0889,6.849566,4.365685,1.010177,2.137860,1.344640,0.882720
123,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,22.3222,5.448699,6.570563,1.033023,3.944580,1.959040,1.058720
124,|skip_connect~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,39.7333,5.356646,3.880964,0.633043,2.529630,0.853120,0.876800
125,|avg_pool_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,36.3000,4.013848,2.853348,-1.000000,1.262150,0.914560,0.649120
126,|avg_pool_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,25.1556,6.443839,5.205155,1.149622,2.131870,1.651840,0.853920
127,|none~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,32.1111,5.634198,5.270992,-1.000000,3.106640,1.283200,0.995200
128,|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,40.7778,6.057258,10.101799,0.849583,4.452840,1.221760,1.411200
129,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,45.4556,6.322360,12.234641,1.131274,6.777210,1.959040,1.971200
130,|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,40.2556,5.394969,9.668695,0.975411,3.356940,1.590400,0.956320
131,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|none~1|avg_pool_3x3~2|,22.4889,4.235907,4.437740,-1.000000,2.892750,1.221760,0.902400
132,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,39.3222,5.138078,3.840412,0.670607,2.553850,0.853120,0.876800
133,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,43.7222,4.696212,6.648239,-1.000000,4.810370,1.590400,1.436800
134,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,38.3667,5.563550,3.644583,0.760710,1.523670,0.976000,0.780320
135,|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,38.9667,4.375925,3.149277,0.540313,2.420480,0.791680,0.784000
136,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,35.1111,6.500363,16.201913,1.380920,10.125200,2.634880,2.438400
137,|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,43.3444,5.569811,8.034336,1.036285,7.856130,1.897600,1.878400
