index,arch_str,accuracy_test,edgegpu_latency_ms,raspi4_latency_ms,edgetpu_latency_ms,pixel3_latency_ms,eyeriss_latency_ms,fpga_latency_ms
10,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|none~1|none~2|,1.0000,0.545921,0.015729,-1.000000,0.009269,6.106240,4.905760
11,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,67.6067,7.259207,58.632789,1.598751,25.067700,9.055360,5.724960
12,|none~0|+|none~0|none~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,1.0000,0.728374,0.570611,-1.000000,0.427371,4.631680,2.800160
13,|none~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,67.5000,6.036425,25.397288,-1.000000,11.460500,5.123200,3.830560
14,|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|none~2|,67.2667,1.820297,37.643137,-1.000000,15.589300,4.877440,4.163360
15,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,32.4267,4.018235,8.349979,1.098333,4.962370,4.631680,1.952160
16,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,69.2400,3.581367,35.509971,0.802806,14.959300,4.631680,3.648160
17,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,64.2133,5.617180,12.727169,1.042843,5.756410,3.894400,3.088160
18,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,64.9267,6.223531,44.516702,1.525187,19.266600,7.826560,4.982560
19,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,62.1600,4.049182,25.553375,1.155831,11.537400,7.826560,4.982560
20,|none~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,64.1533,5.436392,41.337792,-1.000000,18.238500,7.580800,4.467360
21,|nor_conv_1x1~0|+|none~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,69.4000,4.274487,24.283928,0.698237,9.820870,3.648640,3.420960
22,|avg_pool_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,63.5133,5.479703,27.644091,-1.000000,14.057200,7.826560,4.134560
23,|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,62.8600,6.553092,59.580633,1.714071,25.124800,9.055360,5.724960
24,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,55.0000,4.890180,12.046175,0.826104,4.119090,3.402880,2.057760
25,|skip_connect~0|+|none~0|skip_connect~1|+|none~0|none~1|skip_connect~2|,58.4067,3.389859,2.877506,0.357541,1.483440,1.682560,1.132960
26,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,66.0133,7.571712,19.609892,1.210575,6.636720,4.140160,3.603360
27,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,64.7867,3.798237,14.661220,-1.000000,4.746390,3.894400,3.088160
28,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,53.4267,5.341187,14.425143,1.339678,5.861610,4.877440,2.467360
29,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,61.5600,3.928947,26.053905,1.172509,11.550400,7.580800,3.619360
30,|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,67.5333,2.746749,19.072606,0.488660,8.007020,3.157120,2.390560
31,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,65.1867,5.048318,26.674892,1.508235,12.523000,6.352000,3.724960
32,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|skip_connect~1|nor_conv_3x3~2|,68.3667,4.730768,22.946941,0.713051,9.044750,3.402880,2.905760
33,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,68.4000,6.466293,25.274743,1.100188,11.617500,5.123200,3.830560
34,|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,67.4600,5.560079,27.074434,0.958612,10.701200,4.877440,3.315360
35,|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|,66.6867,3.748145,25.265759,-1.000000,10.703100,4.877440,3.315360
36,|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,65.2733,5.951777,46.054279,1.766160,19.296700,7.826560,4.982560
37,|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,64.9333,5.248938,8.007189,0.851655,4.123530,3.402880,2.057760
38,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|,68.1933,6.025677,40.234343,1.274289,17.372600,6.352000,4.572960
39,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,63.8267,4.461780,12.954238,0.645282,3.296170,2.174080,2.163360
40,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,46.6067,5.658302,26.199971,-1.000000,10.753100,4.877440,3.315360
41,|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|none~1|none~2|,61.8600,1.819534,4.944118,0.398434,2.200400,3.648640,3.420960
42,|none~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,70.4267,4.772105,40.009021,-1.000000,15.644700,4.877440,4.163360
43,|none~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,67.2467,4.994435,41.493490,-1.000000,18.292400,7.580800,4.467360
44,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,47.4600,5.186410,10.653093,1.201243,5.769410,4.877440,2.467360
45,|skip_connect~0|+|skip_connect~0|none~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,64.1533,3.703461,5.253352,0.503871,2.368020,1.928320,1.648160
46,|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,65.6400,5.413356,45.612083,1.696371,20.072700,9.055360,4.876960
47,|none~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,65.8867,6.330409,42.531227,-1.000000,18.365300,7.580800,4.467360
48,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|,57.5400,4.048376,11.853431,-1.000000,4.044090,3.402880,2.057760
49,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,65.6600,5.547152,25.301099,1.019106,11.027300,4.877440,3.315360
50,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,69.7600,7.141881,44.541552,1.182819,17.572200,5.368960,5.193760
51,|none~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,61.9267,5.090122,23.988905,-1.000000,10.741900,4.877440,3.315360
52,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,69.9067,6.373491,44.841553,1.523406,19.297000,7.826560,4.982560
53,|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,10.8600,4.577618,11.480613,1.485334,6.703730,6.106240,2.361760
54,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,65.9667,6.000667,40.938270,1.299594,17.554700,6.352000,4.572960
55,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|skip_connect~1|none~2|,58.3067,2.647676,2.846326,0.375874,1.479880,3.157120,1.542560
56,|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,69.6800,6.025047,33.891020,1.612736,13.360900,6.597760,4.240160
57,|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,46.8667,3.158560,8.198797,-1.000000,4.852900,7.580800,3.619360
58,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,34.0067,4.537582,12.546282,1.093962,4.938640,4.631680,1.952160
59,|skip_connect~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|,62.3733,6.877990,15.282996,1.699845,7.508470,5.368960,3.497760
60,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,64.4400,5.664845,13.158061,0.605599,3.899570,2.419840,2.678560
61,|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,63.0933,5.999308,25.462058,1.429479,12.492600,6.352000,3.724960
62,|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,68.0400,6.450067,27.131323,1.106181,11.604000,5.123200,3.830560
63,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,68.4133,7.937613,48.838619,1.725873,20.161600,8.072320,5.497760
64,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,69.1733,7.493749,63.587014,1.977913,25.185000,8.072320,6.345760
65,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,70.7200,7.655029,60.021463,1.696866,25.119200,8.072320,6.345760
66,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,46.7667,4.691992,15.562639,-1.000000,6.523620,6.106240,2.361760
67,|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,69.0000,7.541890,57.784423,1.265351,23.419700,6.597760,5.936160
68,|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,66.9000,4.694395,24.653158,0.927629,10.681100,4.877440,3.315360
69,|none~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,71.0200,3.363419,35.386941,0.727259,14.711800,4.631680,3.648160
70,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|none~2|,66.7600,1.792550,18.822752,0.490641,8.007330,4.631680,3.648160
71,|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,63.7133,5.035315,29.411178,1.374939,12.523000,6.352000,3.724960
72,|none~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,58.0200,4.684391,5.130261,-1.000000,2.340550,1.928320,1.648160
73,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,61.7600,6.387339,43.247846,1.728860,19.909300,9.055360,4.876960
74,|nor_conv_3x3~0|+|none~0|none~1|+|none~0|none~1|nor_conv_1x1~2|,1.0000,0.634947,21.833128,-1.000000,8.660950,3.402880,2.905760
75,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,44.7133,3.023577,27.342545,-1.000000,11.593300,6.106240,3.209760
76,|skip_connect~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,56.8467,4.645586,12.501387,0.906532,4.116800,3.402880,2.057760
77,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,69.5467,4.346070,37.650096,0.863429,15.557400,6.352000,4.572960
78,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|none~2|,66.9667,2.152724,18.029146,0.498206,8.025920,3.894400,3.936160
79,|none~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,67.4800,4.823785,23.257900,-1.000000,9.092150,3.402880,2.905760
80,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,69.0867,5.370846,25.188733,0.699588,9.756440,3.648640,3.420960
81,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,72.3000,6.703734,69.187061,1.395950,29.262400,7.826560,6.678560
82,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,66.3133,5.774832,64.870912,1.066057,27.947600,7.580800,6.163360
83,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,52.2333,4.138422,10.629874,1.094120,5.787600,4.877440,2.467360
84,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,65.6067,5.528054,23.719237,0.985559,10.839200,4.877440,3.315360
85,|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,66.4600,6.446662,30.103744,1.225052,11.654900,5.123200,3.830560
86,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,69.1933,5.363593,23.710945,0.807784,9.860650,3.648640,3.420960
87,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,44.1333,5.538754,13.341453,1.529914,7.537870,6.352000,2.876960
88,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,62.6067,6.449919,9.951613,-1.000000,4.049100,2.419840,2.678560
89,|skip_connect~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,67.0200,5.528545,26.965073,0.994153,10.780600,4.877440,3.315360
90,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,65.9333,6.573334,19.107943,1.164560,6.573390,4.140160,3.603360
91,|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,64.6867,5.685401,17.118699,-1.000000,5.491580,3.894400,3.088160
92,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,66.7867,5.875192,27.920450,1.459465,13.411100,6.597760,4.240160
93,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,65.9200,3.641396,38.599925,-1.000000,16.575100,6.106240,4.057760
94,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,57.9400,4.912314,16.610458,1.098859,4.945420,3.648640,2.572960
95,|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|none~2|,39.3800,3.138199,12.575984,0.939538,4.739190,6.106240,2.361760
96,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,63.8400,4.085050,26.027945,1.189989,11.575600,7.826560,4.982560
97,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|none~0|skip_connect~1|none~2|,62.2133,2.773108,4.927747,0.394403,2.203410,1.928320,1.648160
98,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,63.6533,5.080738,14.200165,1.285976,6.600120,5.123200,2.982560
99,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,70.4000,6.335750,38.755767,0.980560,15.793400,4.877440,4.163360
100,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,67.8533,6.510324,53.973363,1.353379,23.255600,7.580800,5.315360
101,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,59.9867,5.265598,23.560962,0.817096,9.198720,3.402880,2.905760
102,|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,68.8400,6.372347,29.059199,0.871320,10.718600,3.894400,3.936160
103,|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,68.8133,6.783338,41.262311,1.335601,17.578600,6.352000,4.572960
104,|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|none~2|,1.0000,0.618615,0.141743,-1.000000,0.053051,3.648640,2.572960
105,|none~0|+|none~0|none~1|+|none~0|none~1|avg_pool_3x3~2|,1.0000,0.651078,0.066858,-1.000000,0.042664,3.157120,1.542560
106,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,47.0867,4.702625,10.507762,-1.000000,5.686150,4.877440,2.467360
107,|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,60.5933,6.339669,36.319109,1.675111,14.218200,7.826560,4.134560
108,|none~0|+|none~0|nor_conv_1x1~1|+|none~0|none~1|avg_pool_3x3~2|,1.0000,0.851350,0.192191,-1.000000,0.086120,3.402880,2.057760
109,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,69.8667,7.017775,43.387025,1.310210,18.311900,6.597760,5.088160
110,|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,65.6333,5.675507,25.630777,1.509638,13.318800,7.580800,3.619360
111,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,70.5933,6.808634,42.744204,1.113120,16.851300,5.123200,4.678560
112,|skip_connect~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,67.1000,4.250193,34.373219,0.750644,14.800300,4.631680,3.648160
113,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,56.5133,4.754653,7.976885,0.857229,4.131600,3.402880,2.057760
114,|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,64.4200,2.883973,39.638198,-1.000000,16.603000,6.106240,4.057760
115,|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,63.6933,4.915109,24.213775,1.212423,11.526100,6.106240,3.209760
116,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,68.3533,5.467710,26.317621,0.695698,9.783340,3.648640,3.420960
117,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,68.4333,7.882872,61.035324,1.825280,25.946700,9.301120,6.240160
118,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,49.3467,4.268088,12.660852,0.960332,4.859660,4.631680,1.952160
119,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,69.0667,6.728516,42.139938,-1.000000,16.644100,5.123200,4.678560
120,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|none~1|none~2|,1.0000,0.663791,0.015714,-1.000000,0.009420,6.106240,4.057760
121,|none~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,67.9200,6.978250,45.600019,-1.000000,18.327200,6.597760,5.088160
122,|nor_conv_1x1~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,65.5667,6.900835,22.321931,1.450108,7.466010,5.368960,3.497760
123,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,52.9400,5.468259,27.627077,1.583080,14.055600,7.826560,4.134560
124,|skip_connect~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,67.0667,5.195570,21.915363,0.750922,9.117640,3.402880,2.905760
125,|avg_pool_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,65.1467,3.824210,10.014954,-1.000000,4.757280,3.648640,2.572960
126,|avg_pool_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,51.1533,6.467299,20.363780,1.784686,8.333290,6.597760,3.392160
127,|none~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,61.9067,5.702095,28.821435,-1.000000,11.348200,5.123200,3.830560
128,|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,68.5333,6.352119,39.253431,0.895309,15.818200,4.877440,4.163360
129,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,70.4733,6.496167,56.761922,1.398369,24.121700,7.826560,5.830560
130,|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,67.4867,5.493441,26.737364,1.381198,12.542500,6.352000,3.724960
131,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|none~1|avg_pool_3x3~2|,57.3333,4.477415,24.315362,-1.000000,10.651900,4.877440,3.315360
132,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,67.4133,5.278535,22.193094,0.774067,9.112420,3.402880,2.905760
133,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,70.0667,4.740081,41.857259,-1.000000,17.423300,6.352000,4.572960
134,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,65.6133,5.685778,12.521878,0.932681,5.660010,3.894400,3.088160
135,|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,66.9933,4.250436,19.414328,0.595909,8.184150,3.157120,2.390560
136,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,68.1733,6.501894,73.209982,1.787639,31.779800,10.529920,6.982560
137,|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,69.6133,5.635953,53.494785,1.439857,23.344400,7.580800,5.315360
