index,arch_str,accuracy_test,edgegpu_latency_ms,raspi4_latency_ms,edgetpu_latency_ms,pixel3_latency_ms,eyeriss_latency_ms,fpga_latency_ms
23,|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,90.1933,6.516347,57.748811,1.697595,18.455900,9.052340,5.724960
24,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,87.1000,4.791079,8.028147,0.821187,2.966840,3.399860,2.057760
25,|skip_connect~0|+|none~0|skip_connect~1|+|none~0|none~1|skip_connect~2|,86.5400,3.319106,2.816042,0.375282,1.054570,1.679540,1.132960
26,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,90.0467,7.309418,15.997861,1.206299,4.759600,4.137140,3.603360
27,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,90.2667,3.627748,10.061826,-1.000000,3.391850,3.891380,3.088160
28,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,86.3367,5.200815,10.816934,1.267865,4.168500,4.874420,2.467360
29,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,88.8467,3.944573,25.585404,1.157202,8.388510,7.577780,3.619360
30,|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,91.9367,2.713094,18.951259,0.484631,5.830440,3.154100,2.390560
31,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,90.9200,4.950509,26.139818,1.329770,9.066190,6.348980,3.724960
32,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|skip_connect~1|nor_conv_3x3~2|,92.3767,4.730902,22.566241,0.705493,6.622090,3.399860,2.905760
33,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,91.9100,6.557436,28.803775,1.105891,8.477330,5.120180,3.830560
34,|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,91.6200,5.604653,26.083177,0.892088,7.784980,4.874420,3.315360
35,|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|,91.3900,3.770285,25.525238,-1.000000,7.757360,4.874420,3.315360
36,|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,91.0800,5.902510,46.986565,1.522750,14.067000,7.823540,4.982560
37,|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,89.6800,5.021238,7.986291,0.849430,2.931270,3.399860,2.057760
38,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|,92.2333,6.021147,41.788643,1.211486,12.712500,6.348980,4.572960
39,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,89.3900,4.388628,10.467461,0.642539,2.343420,2.171060,2.163360
40,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,75.4433,5.607882,27.409560,-1.000000,7.806990,4.874420,3.315360
41,|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|none~1|none~2|,88.6700,1.770835,4.924669,0.395995,1.576940,3.645620,3.420960
42,|none~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,93.6033,4.748697,38.704465,-1.000000,11.460600,4.874420,4.163360
43,|none~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,91.7300,4.977322,40.725564,-1.000000,13.365800,7.577780,4.467360
44,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,79.6433,4.927979,10.658217,1.190764,4.114320,4.874420,2.467360
45,|skip_connect~0|+|skip_connect~0|none~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,89.5933,3.676801,5.224071,0.506900,1.713590,1.925300,1.648160
46,|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,91.0533,5.309129,43.539987,1.667345,14.731100,9.052340,4.876960
47,|none~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,91.0667,6.178899,42.386011,-1.000000,13.479500,7.577780,4.467360
48,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|,86.5500,4.191937,12.303175,-1.000000,2.888300,3.399860,2.057760
49,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,91.4167,5.515265,27.143281,0.989588,7.822930,4.874420,3.315360
50,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,93.1267,7.225885,44.905368,1.162249,12.921000,5.365940,5.193760
51,|none~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,88.3600,5.081458,26.002861,-1.000000,7.800220,4.874420,3.315360
52,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,93.2800,6.255603,45.370047,1.547073,14.096200,7.823540,4.982560
53,|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,52.0533,4.752936,11.192701,1.395257,4.817770,6.103220,2.361760
54,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,91.2900,5.954661,41.835682,1.295638,12.780300,6.348980,4.572960
55,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|skip_connect~1|none~2|,86.7567,2.399831,2.826915,0.370200,1.057440,3.154100,1.542560
56,|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,93.3900,6.107888,27.412302,1.526906,9.609600,6.594740,4.240160
57,|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|none~2|,75.9533,3.089824,9.305181,-1.000000,3.476320,7.577780,3.619360
58,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,62.3400,4.335232,8.263570,0.981338,3.541460,4.628660,1.952160
59,|skip_connect~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|,88.8700,6.833234,15.255221,1.439970,5.401940,5.365940,3.497760
60,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,89.1500,6.058602,13.990679,0.601211,2.809470,2.416820,2.678560
61,|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,88.7833,5.958629,28.512332,1.327873,9.052160,6.348980,3.724960
62,|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,92.2833,6.551681,26.163751,1.057560,8.443420,5.120180,3.830560
63,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,92.4233,7.769918,47.839682,1.662067,14.710100,8.069300,5.497760
64,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,92.7200,7.187667,60.713797,1.569052,18.370900,8.069300,6.345760
65,|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,93.4933,7.457538,59.678827,1.555041,18.614500,8.069300,6.345760
66,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,75.7267,4.689817,10.822247,-1.000000,4.673790,6.103220,2.361760
67,|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,93.3667,6.986651,56.739199,1.271979,17.269900,6.594740,5.936160
68,|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,91.5900,4.583082,23.940327,0.905144,7.793390,4.874420,3.315360
69,|none~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,93.7067,3.388410,34.905699,0.732691,10.811600,4.628660,3.648160
70,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|none~2|,91.9833,1.760149,19.713914,0.482112,5.810430,4.628660,3.648160
71,|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,90.5967,4.965310,30.037341,1.333258,9.022770,6.348980,3.724960
72,|none~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,86.4433,4.527478,5.132430,-1.000000,1.677700,1.925300,1.648160
73,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,89.5067,6.368523,44.803306,1.704306,14.630800,9.052340,4.876960
74,|nor_conv_3x3~0|+|none~0|none~1|+|none~0|none~1|nor_conv_1x1~2|,10.0000,0.621314,22.308832,-1.000000,6.221820,3.399860,2.905760
75,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,73.2400,3.056383,26.527839,-1.000000,8.391670,6.103220,3.209760
76,|skip_connect~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,87.2733,4.779696,8.049489,0.854571,2.942900,3.399860,2.057760
77,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,93.2567,4.218488,39.216201,0.792117,11.341800,6.348980,4.572960
78,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|none~2|,91.9333,3.109813,19.048250,0.482169,5.807870,3.891380,3.936160
79,|none~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,91.9400,4.720845,22.690349,-1.000000,6.625220,3.399860,2.905760
80,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,92.1600,5.340271,25.495625,0.696869,7.034520,3.645620,3.420960
81,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,94.3000,6.805201,69.064621,1.389201,21.593400,7.823540,6.678560
82,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,92.1467,5.525970,65.853498,1.165984,20.399400,7.577780,6.163360
83,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,85.4367,4.384432,10.689403,1.277705,4.123580,4.874420,2.467360
84,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,91.4700,5.629711,25.685870,0.969843,7.951560,4.874420,3.315360
85,|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,90.9800,6.370916,29.176816,1.098527,8.413590,5.120180,3.830560
86,|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,92.4033,5.299802,24.985537,0.772419,7.178040,3.645620,3.420960
87,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,78.3867,5.468502,17.194170,1.535808,5.360820,6.348980,2.876960
88,|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,88.5233,6.348009,14.511211,-1.000000,2.897310,2.416820,2.678560
89,|skip_connect~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,92.0267,5.534487,25.240818,0.987042,7.825700,4.874420,3.315360
90,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,90.1100,6.636648,24.411039,1.149487,4.717090,4.137140,3.603360
91,|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,89.8300,4.987884,12.187803,-1.000000,3.912030,3.891380,3.088160
92,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,91.2300,5.865169,27.928797,1.464918,9.724490,6.594740,4.240160
93,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,91.1633,3.591313,39.167137,-1.000000,12.124800,6.103220,4.057760
94,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,87.7300,5.021453,13.140531,1.010048,3.552880,3.645620,2.572960
95,|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|none~2|,68.6367,3.111000,8.094097,0.862119,3.396460,6.103220,2.361760
96,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,90.1500,3.962317,25.422661,1.164375,8.356520,7.823540,4.982560
97,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|none~0|skip_connect~1|none~2|,88.7300,2.831168,4.919196,0.395966,1.602870,1.925300,1.648160
98,|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,89.0700,5.302143,12.970724,1.233082,4.720750,5.120180,2.982560
99,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,93.6367,6.087275,39.678478,0.908323,11.566000,4.874420,4.163360
100,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,92.1267,6.373916,54.823695,1.339499,17.165200,7.577780,5.315360
101,|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,88.2100,5.188074,23.805589,0.821424,6.736240,3.399860,2.905760
102,|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,92.1967,6.229658,26.405182,0.839007,7.776110,3.891380,3.936160
103,|nor_conv_1x1~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,92.4900,6.694016,41.901860,1.231335,12.728500,6.348980,4.572960
104,|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|none~2|,10.0000,0.614080,0.136643,-1.000000,0.035495,3.645620,2.572960
105,|none~0|+|none~0|none~1|+|none~0|none~1|avg_pool_3x3~2|,10.0000,0.637112,0.062891,-1.000000,0.026904,3.154100,1.542560
106,|none~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,75.5367,4.652982,10.402001,-1.000000,4.054940,4.874420,2.467360
107,|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,87.6367,6.248374,34.684911,1.650849,10.364400,7.823540,4.134560
108,|none~0|+|none~0|nor_conv_1x1~1|+|none~0|none~1|avg_pool_3x3~2|,10.0000,0.693393,0.188150,-1.000000,0.058753,3.399860,2.057760
109,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,93.2000,7.040181,43.027053,1.298903,13.226100,6.594740,5.088160
110,|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,90.8000,5.631804,25.628074,1.510619,9.646650,7.577780,3.619360
111,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,93.6867,6.819906,43.687454,1.212980,12.273800,5.120180,4.678560
112,|skip_connect~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,91.9767,4.176078,34.077817,0.744447,10.723000,4.628660,3.648160
113,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,87.3300,4.638934,8.000759,0.845303,2.953320,3.399860,2.057760
114,|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,90.2333,3.062940,39.143212,-1.000000,11.968500,6.103220,4.057760
115,|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,90.4533,4.969292,25.745428,1.161067,8.274170,6.103220,3.209760
116,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,92.2200,5.177684,24.345533,0.694818,7.096060,3.645620,3.420960
117,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,92.3267,7.439809,62.146420,1.764570,18.991100,9.298100,6.240160
118,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|none~0|skip_connect~1|avg_pool_3x3~2|,79.5500,4.306092,8.196959,0.960804,3.467360,4.628660,1.952160
119,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,92.1767,6.529260,41.451079,-1.000000,12.185800,5.120180,4.678560
120,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|none~1|none~2|,10.0000,0.585165,0.011852,-1.000000,0.003893,6.103220,4.057760
121,|none~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|,91.8800,6.967158,45.952140,-1.000000,14.728900,6.594740,5.088160
122,|nor_conv_1x1~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,89.9400,6.664710,15.399004,1.442006,6.209440,5.365940,3.497760
123,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|nor_conv_3x3~2|,83.6500,5.349336,27.736908,1.541248,12.097800,7.823540,4.134560
124,|skip_connect~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,92.0567,5.491834,23.176527,0.731956,8.079070,3.399860,2.905760
125,|avg_pool_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,89.8967,3.732891,9.980383,-1.000000,4.413080,3.645620,2.572960
126,|avg_pool_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|skip_connect~2|,84.5633,6.463537,20.378489,1.567330,7.812480,6.594740,3.392160
127,|none~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,88.7200,5.730758,27.336285,-1.000000,10.179500,5.120180,3.830560
128,|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,92.2800,6.263490,38.570965,0.894311,13.641000,4.874420,4.163360
129,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,93.5733,6.525335,58.052357,1.375053,20.184300,7.823540,5.830560
130,|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,92.1167,5.436258,30.302499,1.361091,9.905540,6.348980,3.724960
131,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|none~1|avg_pool_3x3~2|,86.4633,4.386992,25.725355,-1.000000,8.103250,4.874420,3.315360
132,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,92.0033,5.528321,22.794789,0.731121,6.639360,3.399860,2.905760
133,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,93.2467,4.940214,41.121807,-1.000000,12.699500,6.348980,4.572960
134,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,90.0667,5.929093,12.510129,0.934320,4.120830,3.891380,3.088160
135,|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,91.7667,4.348235,19.345613,0.590965,5.955110,3.154100,2.390560
136,|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,92.1367,6.495662,74.193559,1.783029,23.188300,10.526900,6.982560
137,|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,93.1833,5.581560,54.481194,1.430328,17.068100,7.577780,5.315360
